customerid,amt_1m,amt_2m,amt_3m,cnt_1m,cnt_3m,cnt_1m,amt_com_1m,amt_com_2m,amt_com_3m,distance,buy
62926,165.712,0,0,7,0,0,98.65,0,0,94.18313013,1
62927,15.224,0,0,1,0,0,11.91,0,0,1.936498,0
62928,15.37,0,0,1,0,0,8.56,0,0,33.82950375,0
62929,23.56,0,0,4,0,0,26.18,0,0,125.741676,0
62930,23.56,0,0,4,0,0,26.18,0,0,125.741676,0
62931,108.845,0,0,3,0,0,60.32,0,0,94.18313013,1
62932,25.133,0,0,1,0,0,15.37,0,0,16.695341,0
62933,12.867,0,0,1,0,0,10.56,0,0,6.722711,0
62934,25.133,0,0,1,0,0,12.86,0,0,6.945984,0
62935,159.102,0,0,3,0,0,63.39,0,0,281.392914,1
62936,27.445,0,0,1,0,0,15.34,0,0,94.18313013,0
62937,9.879,0,0,1,0,0,7.89,0,0,126.526558,0
62938,23.945,0,0,1,0,0,10.48,0,0,464.837677,0
62939,144.401,0,0,6,0,0,87.08,0,0,10.982055,1
62940,72.952,0,0,1,0,0,32,0,0,685.289917,0
62941,3.381,0,0,1,0,0,6.14,0,0,1.547064,0
62942,40.608,0,0,1,0,0,21.84,0,0,7.907243,0
62943,101.545,0,0,2,0,0,50.37,0,0,611.172363,0
62944,15.21,0,0,1,0,0,10,0,0,297.058899,0
62945,203.313,567.647,822.35,9,29,40,98.58,264.24,373.92,17.549831,0
62946,203.313,567.647,822.35,9,29,40,98.58,264.24,373.92,17.549831,0
62947,45.832,0,0,2,0,0,26.99,0,0,83.28446308,0
62948,3.073,0,0,1,0,0,5.79,0,0,12.656193,0
62949,78.881,0,0,2,0,0,31.79,0,0,94.18313013,1
62950,2.917,0,0,1,0,0,5.76,0,0,65.374229,0
62951,102.233,679.354,231.392,8,29,16,67.52,404.05,173.46,10.619277,0
62952,102.233,679.354,231.392,8,29,16,67.52,404.05,173.46,10.619277,0
62953,78.67,0,0,2,0,0,40.86,0,0,5.678606,0
62954,49.007,0,0,1,0,0,20.23,0,0,15.630958,0
62955,51.9,68.171,83.749,3,4,6,24.08,31.98,36.49,17.46114,1
62956,16.271,0,0,1,0,0,10.95,0,0,1073.296366,0
62957,13.115,0,0,1,0,0,9.82,0,0,9.62887,0
62958,72.952,0,0,1,0,0,35.33,0,0,70.935944,0
62959,35.946,0,0,1,0,0,82.13,0,0,94.44865485,1
62960,3.235,0,0,1,0,0,6.02,0,0,17.204916,0
62961,60.986,0,0,2,0,0,31.64,0,0,94.18313013,0
62962,50.266,0,0,2,0,0,30.74,0,0,13.162112,0
62963,16.271,7.175,0,1,2,0,12.38,11.81,0,10.202499,0
62964,16.271,7.175,0,1,2,0,12.38,11.81,0,10.202499,0
62965,72.952,145.904,0,1,2,0,21.5,47.24,0,124.506233,0
62966,72.952,145.904,0,1,2,0,21.5,47.24,0,124.506233,0
62967,57.896,28.948,0,2,1,0,26.58,13.29,0,284.867249,0
62968,57.896,28.948,0,2,1,0,26.58,13.29,0,284.867249,0
62969,47.89,0,0,2,0,0,25.36,0,0,20.549061,0
62970,29.286,0,0,2,0,0,19.36,0,0,9.200462,0
62971,16.271,0,0,1,0,0,9.7,0,0,253.806168,0
62972,11.503,0,0,1,0,0,8.35,0,0,5.668988,0
62973,42.163,25.133,25.133,2,1,1,19.67,12.21,12.9,2.761327,0
62974,42.163,25.133,25.133,2,1,1,19.67,12.21,12.9,2.761327,0
62975,37.978,0,0,2,0,0,24.12,0,0,73.911209,0
62976,18.989,0,0,1,0,0,8.6,0,0,5.742087,0
62977,36.763,0,0,2,0,0,18.47,0,0,74.817459,0
62978,9.446,0,0,2,0,0,13.11,0,0,8.397346,0
62979,6.922,0,0,1,0,0,6.66,0,0,5.947496,0
62980,19.514,0,0,1,0,0,11.13,0,0,16.435841,0
62981,10.305,0,0,2,0,0,13.12,0,0,320.385315,0
62982,181.116,43.05,0,23,6,0,99.5,26.64,0,1.819276,0
62983,25.133,15.17,0,1,1,0,15.76,9.39,0,13.917992,0
62984,25.133,15.17,0,1,1,0,15.76,9.39,0,13.917992,0
62985,22.962,0,0,2,0,0,17.3,0,0,11.888532,0
62986,3.073,0,0,1,0,0,6.4,0,0,6.247694,0
62987,16.091,0,0,1,0,0,12.3,0,0,15.493516,0
62988,22.866,0,0,2,0,0,17.93,0,0,106.092911,0
62989,72.952,22.916,0,1,1,0,35.66,11.58,0,303.963898,0
62990,32.362,0,0,1,0,0,17.18,0,0,8.147776,0
62991,54.565,0,0,2,0,0,25.86,0,0,94.18313013,0
62992,12.89,0,0,1,0,0,9.08,0,0,340.075348,0
62993,5.014,12.796,98.014,2,1,2,11.62,10.82,49.85,118.911621,0
62994,5.014,12.796,98.014,2,1,2,11.62,10.82,49.85,118.911621,0
62995,51.697,0,0,1,0,0,19.73,0,0,86.792648,0
62996,12.987,0,0,1,0,0,9.95,0,0,94.18313013,0
62997,100.484,15.274,0,2,1,0,36.73,8.6,0,32.007965,0
62998,100.484,15.274,0,2,1,0,36.73,8.6,0,32.007965,0
62999,73.693,73.756,121.423,6,5,7,55.98,47.22,75.78,6.936404,0
63000,72.952,0,0,1,0,0,32.33,0,0,310.476776,0
63001,24.517,0,0,1,0,0,14.25,0,0,16.798128,0
63002,60.826,6.922,0,1,1,0,30.95,6.66,0,32.783012,0
63003,60.826,6.922,0,1,1,0,30.95,6.66,0,32.783012,0
63004,24.303,0,0,3,0,0,23.46,0,0,18.965586,0
63005,24.303,0,0,3,0,0,23.46,0,0,18.965586,0
63006,117.995,224.83,62.62,2,12,5,46.11,124.84,48.2,94.18313013,0
63007,80.432,0,0,2,0,0,30.62,0,0,457.201843,0
63008,25.133,0,0,1,0,0,14.14,0,0,49.60445,0
63009,15.21,30.42,0,1,2,0,8.6,17.8,0,212.234161,0
63010,20.373,0,0,2,0,0,16.98,0,0,8.696679,0
63011,20.373,0,0,2,0,0,16.98,0,0,8.696679,0
63012,50.266,0,0,2,0,0,27.58,0,0,94.18313013,0
63013,21.286,0,0,2,0,0,19.72,0,0,94.18313013,0
63014,32.736,32.736,0,1,1,0,14.36,17.81,0,904.287537,0
63015,27.624,3.381,35.67,1,1,6,11.31,6.61,44.63,10.738404,1
63016,27.624,3.381,35.67,1,1,6,11.31,6.61,44.63,10.738404,1
63017,2.917,33.872,0,1,1,0,6,19.29,0,8.991687,0
63018,6.922,0,0,1,0,0,6.66,0,0,8.325499,0
63019,49.888,0,0,1,0,0,16.31,0,0,9.171515,0
63020,10.84,35.012,0,1,1,0,8.45,20.76,0,28.859257,0
63021,70.135,22.675,6.062,3,3,1,36.91,23.22,7.28,56.144608,0
63022,70.135,22.675,6.062,3,3,1,36.91,23.22,7.28,56.144608,0
63023,83.793,0,0,2,0,0,32.87,0,0,57.900677,0
63024,69.397,0,0,4,0,0,37.11,0,0,94.18313013,0
63025,73.143,46.798,0,2,2,0,35.02,23.8,0,12.00130667,0
63026,73.143,46.798,0,2,2,0,35.02,23.8,0,12.00130667,0
63027,73.143,46.798,0,2,2,0,35.02,23.8,0,12.00130667,0
63028,73.143,46.798,0,2,2,0,35.02,23.8,0,12.00130667,0
63029,25.133,0,0,1,0,0,15.76,0,0,13.406736,0
63030,26.438,38.756,41.859,2,4,5,16.14,30.81,38.1,34.802628,0
63031,39.738,0,0,2,0,0,23.49,0,0,94.18313013,0
63032,55.225,21.205,2.147,3,1,1,36.13,12.73,6.21,6.830112,1
63033,55.225,21.205,2.147,3,1,1,36.13,12.73,6.21,6.830112,1
63034,56.261,0,0,1,0,0,26.1,0,0,45.59768267,1
63035,16.271,0,0,1,0,0,12.38,0,0,14.793627,0
63036,27.624,49.907,27.624,1,2,1,13.63,25.61,14.49,13.863173,0
63037,93.031,0,0,3,0,0,48.92,0,0,453.171509,0
63038,25.133,0,0,1,0,0,12.86,0,0,16.908972,0
63039,9.879,0,0,1,0,0,7.89,0,0,94.18313013,0
63040,58.271,69.39,0,2,3,0,34.92,36.72,0,3.074282,0
63041,58.271,69.39,0,2,3,0,34.92,36.72,0,3.074282,0
63042,15.274,92.258,0,1,7,0,8.6,63.61,0,6.755141,1
63043,107.964,0,0,2,0,0,51.49,0,0,469.994873,0
63044,707.566,676.061,1021.328,12,12,14,318.57,294.18,449.35,59.624569,1
63045,707.566,676.061,1021.328,12,12,14,318.57,294.18,449.35,59.624569,1
63046,707.566,676.061,1021.328,12,12,14,318.57,294.18,449.35,59.624569,1
63047,20.719,0,0,1,0,0,9.76,0,0,6.756659,0
63048,25.133,0,0,1,0,0,14.48,0,0,11.068706,0
63049,65.472,0,0,2,0,0,33.71,0,0,538.150452,0
63050,32.736,0,0,1,0,0,15.21,0,0,271.104034,0
63051,71.129,38.982,0,1,2,0,36.08,26.37,0,6.411508,0
63052,71.129,38.982,0,1,2,0,36.08,26.37,0,6.411508,0
63053,59.965,119.93,76.853,1,2,2,18.58,44.12,27.18,78.32589,0
63054,59.965,119.93,76.853,1,2,2,18.58,44.12,27.18,78.32589,0
63055,85.098,0,0,2,0,0,41.62,0,0,94.18313013,0
63056,126.953,0,0,2,0,0,48.44,0,0,302.898651,0
63057,51.906,0,0,1,0,0,19.78,0,0,94.18313013,0
63058,6.248,0,0,1,0,0,6.87,0,0,7.406727,0
63059,5.037,0,0,1,0,0,7.35,0,0,35.89911642,0
63060,17.927,0,0,1,0,0,12.51,0,0,3.61561,0
63061,27.052,52.291,4.302,2,3,2,18.71,29.47,11.16,6.638472,0
63062,27.052,52.291,4.302,2,3,2,18.71,29.47,11.16,6.638472,0
63063,72.952,0,0,1,0,0,32,0,0,281.392914,0
63064,19.132,0,0,1,0,0,12.24,0,0,13.787527,0
63065,6.902,0,0,1,0,0,7.58,0,0,66.727821,0
63066,25.133,0,0,1,0,0,16.34,0,0,61.41216642,0
63067,35.428,0,0,2,0,0,24.15,0,0,837.451965,0
63068,57.704,0,0,2,0,0,27.9,0,0,5.666586,0
63069,9.817,0,0,1,0,0,7.88,0,0,17.212303,0
63070,36.346,0,0,4,0,0,35.1,0,0,127.099495,0
63071,23.568,73.594,47.558,2,6,2,18.8,51.51,26.38,9.395297,0
63072,40.216,0,0,1,0,0,23.09,0,0,17.811245,0
63073,40.216,0,0,1,0,0,20.11,0,0,16.121029,0
63074,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
63075,2.861,0,0,1,0,0,6.17,0,0,22.223248,0
63076,8.246,0,0,1,0,0,8.47,0,0,20.004622,0
63077,59.502,15.224,0,2,1,0,28.91,10.78,0,36.948105,0
63078,59.502,15.224,0,2,1,0,28.91,10.78,0,36.948105,0
63079,22.341,0,0,1,0,0,10.12,0,0,67.187996,0
63080,7.798,0,0,1,0,0,6.85,0,0,8.214273667,0
63081,65.472,123.657,217.804,2,4,9,36.3,59.45,137.76,223.508972,0
63082,2.917,0,0,1,0,0,5.93,0,0,94.18313013,0
63083,6.144,0,0,1,0,0,6.84,0,0,9.686976,0
63084,12.987,0,0,1,0,0,8.77,0,0,4.024946,0
63085,153.035,37.248,2.076,14,8,1,114.93,50.14,5.79,94.18313013,0
63086,93.068,0,0,3,0,0,53.39,0,0,94.18313013,1
63087,2.223,0,0,1,0,0,6.04,0,0,37.274921,0
63088,21.205,26.353,2.917,1,3,1,11.65,25.98,6.64,7.739639,0
63089,4.299,0,0,1,0,0,6.32,0,0,8.842944,0
63090,23.193,0,0,1,0,0,13.76,0,0,1.414057,0
63091,11.071,0,0,1,0,0,8.23,0,0,4.278399,0
63092,237.081,19.749,191.895,14,1,8,92.17,6.59,71.77,11.014974,0
63093,51.016,0,0,8,0,0,56.91,0,0,5.433497,0
63094,15.708,0,0,2,0,0,14.64,0,0,276.987183,0
63095,9.909,0,0,1,0,0,8.16,0,0,54.089584,0
63096,21.68,43.36,0,2,4,0,16.9,35.8,0,50.843925,0
63097,3.107,0,0,1,0,0,5.8,0,0,94.18313013,0
63098,190.784,19.869,145.762,10,1,5,118.81,11.87,71.22,1.024286,0
63099,25.133,0,0,1,0,0,10.75,0,0,2017.883789,0
63100,105.729,233.354,57.139,3,7,2,45.68,93.28,24.88,0.860523,0
63101,12.501,0,0,2,0,0,14.94,0,0,1.719264,0
63102,16.018,0,0,1,0,0,10,0,0,550.518616,0
63103,15.224,0,0,1,0,0,8.6,0,0,3.139767,0
63104,100.788,0,0,4,0,0,46.96,0,0,94.18313013,0
63105,16.271,0,0,1,0,0,9.7,0,0,467.003052,0
63106,12.867,0,0,1,0,0,7.99,0,0,4.119,0
63107,72.952,0,0,1,0,0,32,0,0,331.422913,0
63108,19.071,0,0,1,0,0,10.5,0,0,9.962935,0
63109,63.942,24.206,0,1,1,0,33.49,17.17,0,12.987927,0
63110,100.553,0,0,2,0,0,39.89,0,0,121.514145,0
63111,109.188,0,0,3,0,0,47,0,0,467.081879,0
63112,113.396,0,0,4,0,0,59.51,0,0,21.913656,1
63113,52.038,0,0,2,0,0,22.99,0,0,24.579262,0
63114,12.987,0,0,2,0,0,13.12,0,0,474.345947,0
63115,12.89,22.245,0,2,1,0,14.18,11.97,0,3.074784,0
63116,12.89,22.245,0,2,1,0,14.18,11.97,0,3.074784,0
63117,40.477,0,0,1,0,0,23.21,0,0,10.430483,0
63118,18.989,0,0,1,0,0,12.86,0,0,5.183114,0
63119,18.989,0,0,1,0,0,10.96,0,0,273.726227,0
63120,15.148,15.21,0,1,1,0,10,10,0,0.624577,0
63121,103.394,0,0,2,0,0,52.92,0,0,315.449982,0
63122,16.271,0,0,1,0,0,12.38,0,0,122.646622,0
63123,12.987,0,0,1,0,0,8.77,0,0,53.749123,0
63124,40.216,18.989,0,1,1,0,17.52,10.65,0,452.836884,0
63125,16.045,0,0,1,0,0,10,0,0,27.006422,0
63126,39.034,0,0,1,0,0,19.14,0,0,14.345225,0
63127,49.007,0,0,1,0,0,16.12,0,0,42.337788,0
63128,8.914,0,0,2,0,0,12.2,0,0,1.989552,0
63129,15.274,0,0,1,0,0,8.53,0,0,39.17272175,0
63130,7.175,0,0,1,0,0,8.14,0,0,34.602139,0
63131,6.062,58.864,0,1,2,0,6.46,34.11,0,62.229965,0
63132,28.321,0,0,1,0,0,15.64,0,0,4.391026,0
63133,2.917,0,0,1,0,0,6.19,0,0,64.873093,0
63134,127.275,0,0,3,0,0,48.14,0,0,283.850128,0
63135,127.275,0,0,3,0,0,48.14,0,0,283.850128,0
63136,15.369,0,0,4,0,0,25.54,0,0,8.102731,0
63137,15.369,0,0,4,0,0,25.54,0,0,8.102731,0
63138,183.687,0,0,7,0,0,110.22,0,0,94.44865485,1
63139,25.133,107.964,0,1,1,0,12.21,43.62,0,320.508789,0
63140,25.133,107.964,0,1,1,0,12.21,43.62,0,320.508789,0
63141,23.523,0,0,1,0,0,13.78,0,0,452.521362,0
63142,118.82,0,0,4,0,0,63.5,0,0,376.938263,1
63143,15.96,0,0,1,0,0,10,0,0,21.09584,0
63144,414.069,86.598,174.191,22,6,6,276.96,68.42,94.62,11.371824,0
63145,414.069,86.598,174.191,22,6,6,276.96,68.42,94.62,11.371824,0
63146,24.49,0,0,1,0,0,15.12,0,0,6.16315,0
63147,25.133,0,0,1,0,0,14.48,0,0,52.070808,0
63148,25.133,0,0,1,0,0,12.21,0,0,287.0850723,0
63149,50.266,0,0,2,0,0,27.09,0,0,305.150146,0
63150,62.112,0,0,1,0,0,31.06,0,0,2.2564,0
63151,34.017,72.952,152.966,2,1,3,18.5,25.74,61.89,74.006386,0
63152,34.017,72.952,152.966,2,1,3,18.5,25.74,61.89,74.006386,0
63153,18.989,0,0,1,0,0,10,0,0,20.071657,0
63154,18.989,0,0,1,0,0,8.6,0,0,14.176941,0
63155,61.337,25.133,0,3,1,0,40.28,13.65,0,16.908972,0
63156,21.963,0,0,1,0,0,10.04,0,0,9.055931,0
63157,12.867,0,0,1,0,0,8.74,0,0,3.021246,0
63158,16.118,0,0,1,0,0,10,0,0,329.829468,0
63159,14.665,24.49,0,1,1,0,10.57,10.88,0,3.717079,0
63160,82.831,58.886,0,1,1,0,41.77,33.77,0,42.55610775,0
63161,48.462,0,0,1,0,0,20.07,0,0,65.843826,0
63162,88.008,0,0,3,0,0,41.63,0,0,118.851105,0
63163,188.507,168.005,114.948,5,6,3,87.54,68.82,52.14,37.38431308,1
63164,188.507,168.005,114.948,5,6,3,87.54,68.82,52.14,37.38431308,1
63165,5.385,0,0,1,0,0,6.62,0,0,3.827202,0
63166,16.188,19.164,0,1,1,0,10,12.52,0,10.252568,0
63167,107.964,0,0,1,0,0,113.09,0,0,58.46965,1
63168,44.004,0,0,2,0,0,22.65,0,0,121.614601,0
63169,23.945,23.945,0,1,1,0,12.49,15.81,0,471.656281,0
63170,64.781,17.342,0,2,1,0,29.62,10.01,0,124.439529,0
63171,64.781,17.342,0,2,1,0,29.62,10.01,0,124.439529,0
63172,23.945,0,0,1,0,0,14.04,0,0,76.87442,0
63173,28.124,67.748,9.909,2,1,1,18.16,38.8,10.2,68.962791,0
63174,12.987,0,0,1,0,0,9.95,0,0,71.224594,0
63175,28.107,314.217,425.187,3,36,46,13.37,144.18,207.01,4.509573,1
63176,78.218,0,0,3,0,0,42.95,0,0,94.18313013,0
63177,73.21,0,0,2,0,0,31.69,0,0,458.359131,0
63178,44.204,2.147,2.147,2,1,1,22.71,6.06,5.65,10.870472,0
63179,13.198,0,0,1,0,0,8.07,0,0,6.587171,0
63180,33.285,48.462,0,2,1,0,20.48,20.07,0,15.356561,0
63181,3.847,0,0,1,0,0,6.19,0,0,41.676189,0
63182,23.193,0,0,1,0,0,15.48,0,0,43.498955,0
63183,42.533,36.16,101.66,6,5,11,39.31,14.52,55.03,1.254903667,0
63184,42.533,36.16,101.66,6,5,11,39.31,14.52,55.03,1.254903667,0
63185,18.192,16.271,0,2,1,0,14.28,11.17,0,12.005337,0
63186,18.192,16.271,0,2,1,0,14.28,11.17,0,12.005337,0
63187,50.266,0,0,3,0,0,28.06,0,0,172.524338,0
63188,50.266,0,0,3,0,0,28.06,0,0,172.524338,0
63189,11.503,0,0,1,0,0,10.25,0,0,481.328186,0
63190,12.212,0,0,1,0,0,9.66,0,0,7.208617,0
63191,77.034,0,0,3,0,0,41.87,0,0,94.18313013,0
63192,19.869,0,0,1,0,0,13.52,0,0,94.18313013,0
63193,25.133,0,0,1,0,0,12.21,0,0,13.342471,0
63194,25.133,0,0,1,0,0,12.86,0,0,94.18313013,0
63195,8.372,0,0,1,0,0,7.69,0,0,18.231756,0
63196,25.133,0,0,1,0,0,10.75,0,0,94.18313013,0
63197,25.051,0,0,2,0,0,15.57,0,0,3.9756,0
63198,98.208,0,0,3,0,0,53.94,0,0,85.38435775,0
63199,75.594,0,0,4,0,0,40.42,0,0,94.18313013,0
63200,7.372,0,0,1,0,0,6.76,0,0,3.720674,0
63201,28.794,24.49,0,1,1,0,15.85,14.24,0,50.573109,0
63202,28.794,24.49,0,1,1,0,15.85,14.24,0,50.573109,0
63203,6.922,0,0,1,0,0,6.66,0,0,3.378738,0
63204,27.725,5.385,0,2,1,0,20.55,6.62,0,46.508633,0
63205,55.364,0,0,2,0,0,33.09,0,0,128.270691,0
63206,23.914,0,0,2,0,0,18.96,0,0,3.450875,0
63207,9.879,0,0,1,0,0,8.99,0,0,50.094112,0
63208,6.922,0,0,1,0,0,6.66,0,0,465.666473,0
63209,20.161,0,0,1,0,0,14.12,0,0,39.318855,0
63210,62.112,0,0,1,0,0,24.28,0,0,70.69252,0
63211,45.44,82.726,0,1,2,0,24.86,39.95,0,7.32133,1
63212,15.21,0,0,1,0,0,9.4,0,0,166.02269,0
63213,58.886,0,0,1,0,0,30.3,0,0,42.93437708,0
63214,48.98,122.279,0,2,6,0,26.9,70.92,0,9.63792,0
63215,32.736,0,0,1,0,0,15.21,0,0,62.512383,0
63216,32.984,0,0,4,0,0,30.69,0,0,137.615952,0
63217,32.984,0,0,4,0,0,30.69,0,0,137.615952,0
63218,2.147,0,0,1,0,0,5.9,0,0,5.32056,0
63219,6.062,0,0,1,0,0,7.28,0,0,159.936279,0
63220,25.133,0,0,1,0,0,10.75,0,0,94.18313013,0
63221,78.153,0,0,4,0,0,49.28,0,0,29.816063,0
63222,40.216,0,0,1,0,0,19.57,0,0,200.446991,0
63223,6.882,0,0,1,0,0,7.23,0,0,467.312744,0
63224,25.133,0,0,1,0,0,10.75,0,0,94.18313013,0
63225,49.007,0,0,1,0,0,18.96,0,0,279.386993,0
63226,28.487,0,0,1,0,0,13.16,0,0,5.120245,0
63227,9.428,0,0,1,0,0,9.1,0,0,12.464039,0
63228,67.748,0,0,1,0,0,24.27,0,0,94.18313013,0
63229,3.381,36.02,0,1,1,0,6.53,21.22,0,128.78891,0
63230,67.661,0,0,1,0,0,20.31,0,0,12.693242,0
63231,153.688,0,0,3,0,0,70.34,0,0,51.743111,1
63232,62.51,0,0,5,0,0,49.16,0,0,12.282587,0
63233,62.51,0,0,5,0,0,49.16,0,0,12.282587,0
63234,83.664,0,0,2,0,0,29,0,0,94.18313013,0
63235,59.965,0,0,1,0,0,27.48,0,0,284.651581,0
63236,8.246,0,0,1,0,0,6.95,0,0,13.653803,0
63237,29.243,53.664,0,1,2,0,17.5,22.26,0,6.845174,0
63238,29.243,53.664,0,1,2,0,17.5,22.26,0,6.845174,0
63239,18.989,25.133,0,1,1,0,8.6,11.03,0,15.785413,0
63240,34.473,0,0,2,0,0,17.2,0,0,335.467041,0
63241,89.163,0,0,4,0,0,52.81,0,0,94.18313013,0
63242,72.952,0,0,1,0,0,25.74,0,0,275.279907,0
63243,15.96,0,0,1,0,0,11.87,0,0,5.542499,0
63244,3.107,0,0,1,0,0,6.22,0,0,124.185272,0
63245,60.145,0,0,2,0,0,27.21,0,0,522.555481,0
63246,16.53,98.979,145.642,1,4,8,8.6,46.22,69.8,3.730806,0
63247,16.53,98.979,145.642,1,4,8,8.6,46.22,69.8,3.730806,0
63248,50.266,84.019,0,2,1,0,26.35,23.99,0,51.382393,0
63249,50.266,84.019,0,2,1,0,26.35,23.99,0,51.382393,0
63250,8.246,0,0,1,0,0,8.18,0,0,288.343628,0
63251,33.872,237.149,0,1,10,0,19.1,138.09,0,12.151831,0
63252,33.872,237.149,0,1,10,0,19.1,138.09,0,12.151831,0
63253,5.936,19.649,0,2,3,0,12.19,19.72,0,50.375999,0
63254,5.936,19.649,0,2,3,0,12.19,19.72,0,50.375999,0
63255,72.952,49.007,0,1,1,0,32.33,18.96,0,94.18313013,0
63256,32.736,16.04,0,1,3,0,12.46,20.4,0,59.835129,0
63257,25.133,0,0,1,0,0,12.86,0,0,9.218194,0
63258,16.248,0,0,1,0,0,10,0,0,53.109196,0
63259,37.286,0,0,1,0,0,13.48,0,0,87.821434,0
63260,15.941,0,0,2,0,0,15.12,0,0,57.669636,0
63261,15.941,0,0,2,0,0,15.12,0,0,57.669636,0
63262,65.102,0,0,5,0,0,41.9,0,0,30.903238,0
63263,24.517,0,0,1,0,0,14.25,0,0,695.468506,0
63264,58.362,148.411,0,1,2,0,29.7,58.45,0,128.701416,0
63265,58.362,148.411,0,1,2,0,29.7,58.45,0,128.701416,0
63266,50.266,0,0,2,0,0,24.42,0,0,61.442116,0
63267,88.008,0,0,2,0,0,32.54,0,0,94.18313013,0
63268,45.939,0,0,3,0,0,28.3,0,0,19.463345,0
63269,16.693,43.077,0,1,1,0,8.6,26.5,0,376.256073,0
63270,25.133,0,0,1,0,0,12.21,0,0,94.18313013,0
63271,145.904,0,0,2,0,0,58.07,0,0,118.684074,0
63272,39.219,0,0,2,0,0,22,0,0,335.621063,0
63273,60.826,0,0,1,0,0,23.88,0,0,16.040762,0
63274,16.693,0,0,1,0,0,10,0,0,11.014586,0
63275,26.266,93.397,9.446,2,10,2,18.05,42.08,4.63,263.17395,1
63276,380.54,110.192,0,14,3,0,185.99,44.11,0,286.967773,0
63277,380.54,110.192,0,14,3,0,185.99,44.11,0,286.967773,0
63278,110.363,264.07,270.992,2,4,4,41.43,96.97,111.62,111.764503,0
63279,107.964,0,0,1,0,0,44.91,0,0,14.131194,0
63280,14.092,49.007,0,1,1,0,11.08,20.23,0,94.18313013,0
63281,32.736,98.208,0,1,3,0,12.46,40.84,0,44.77673,0
63282,3.521,25.133,47.999,1,1,1,6.1,15.84,16.37,9.154979,0
63283,50.266,216.157,0,2,7,0,24.42,102.51,0,65.802124,1
63284,50.266,216.157,0,2,7,0,24.42,102.51,0,65.802124,1
63285,16.693,0,0,1,0,0,10,0,0,263.516052,0
63286,107.964,0,0,1,0,0,35.64,0,0,6.986258,0
63287,15.274,0,0,1,0,0,8.6,0,0,329.849182,0
63288,9.879,0,0,1,0,0,7.89,0,0,35.112396,0
63289,7.854,0,0,1,0,0,8.2,0,0,9.648995,0
63290,80.432,0,0,2,0,0,37.09,0,0,324.259552,0
63291,19.749,0,0,2,0,0,18.08,0,0,12.203429,0
63292,19.749,0,0,2,0,0,18.08,0,0,12.203429,0
63293,63.61,115.484,0,2,2,0,28.67,44.4,0,101.270454,0
63294,63.61,115.484,0,2,2,0,28.67,44.4,0,101.270454,0
63295,23.193,0,0,1,0,0,13.76,0,0,10.125451,0
63296,98.835,0,0,2,0,0,32.42,0,0,5.896668,0
63297,107.964,0,0,1,0,0,43.47,0,0,67.606201,1
63298,36.117,0,0,1,0,0,20.42,0,0,283.059753,0
63299,12.987,0,0,1,0,0,8.77,0,0,133.536316,0
63300,22.536,0,0,2,0,0,15.92,0,0,15.549878,0
63301,16.059,32.736,0,1,1,0,8.6,14.36,0,61.549076,0
63302,16.059,32.736,0,1,1,0,8.6,14.36,0,61.549076,0
63303,5.003,0,0,1,0,0,7.22,0,0,5.076372,0
63304,135.496,0,0,2,0,0,54.65,0,0,3.025779667,0
63305,47.042,0,0,2,0,0,26.92,0,0,14.05177,0
63306,40.216,0,0,1,0,0,20.11,0,0,17.723652,0
63307,72.952,72.675,0,1,3,0,35.66,31.63,0,687.843628,1
63308,8.246,0,0,1,0,0,8.18,0,0,85.444534,0
63309,166.262,0,0,6,0,0,97.53,0,0,336.6874057,1
63310,5.385,0,0,1,0,0,6.31,0,0,17.31053,0
63311,6.967,0,0,2,0,0,13.01,0,0,320.364288,0
63312,4.299,19.869,0,1,1,0,6.07,13.31,0,86.380272,0
63313,40.216,0,0,1,0,0,17.52,0,0,295.773193,0
63314,7.372,0,0,1,0,0,8.23,0,0,11.629217,0
63315,32.736,0,0,1,0,0,12.46,0,0,119.133568,0
63316,67.748,0,0,1,0,0,29.9,0,0,94.18313013,0
63317,19.749,48.412,0,1,2,0,13.47,28.26,0,7.603556,0
63318,3.107,0,0,1,0,0,6.06,0,0,4.095172,0
63319,25.133,0,0,1,0,0,10.75,0,0,315.788055,0
63320,16.693,0,0,1,0,0,8.6,0,0,19.812693,0
63321,57.039,19.37,99.52,6,3,8,48.31,21.71,84.38,8.209223,0
63322,57.039,19.37,99.52,6,3,8,48.31,21.71,84.38,8.209223,0
63323,70.565,93.486,0,6,5,0,56.83,63.7,0,13.022038,1
63324,70.565,93.486,0,6,5,0,56.83,63.7,0,13.022038,1
63325,32.505,0,0,1,0,0,14.3,0,0,319.842804,0
63326,11.268,53.442,0,1,3,0,9.31,34.62,0,5.675141,0
63327,16.693,0,0,1,0,0,8.6,0,0,824.388794,0
63328,31.454,0,0,2,0,0,18.6,0,0,270.748718,0
63329,31.454,0,0,2,0,0,18.6,0,0,270.748718,0
63330,27.445,0,0,1,0,0,11.27,0,0,901.387817,0
63331,34.844,15.997,0,2,1,0,24.75,11.85,0,6.729615,0
63332,34.844,15.997,0,2,1,0,24.75,11.85,0,6.729615,0
63333,80.946,0,0,1,0,0,40.24,0,0,12.256558,0
63334,23.945,0,0,1,0,0,11.87,0,0,12.103689,0
63335,49.007,0,0,1,0,0,22.73,0,0,90.549561,0
